Sigla_uf,Nome_municipio,Entidade_executora,Cod_ibge,Cnpj,Valor_per_capita,Aut_repasse_delegacao_rede,Prev_ed_infantil,Desc_ed_infantil,Vl_pagar_ed_infantil,Prev_ens_fundamental,Desc_ens_fundamental,Vl_pagar_ens_fundamental,Prev_ens_medio,Desc_ens_medio,Vl_pagar_ens_medio,Data_arquivo
SC,PRESIDENTE CASTELLO BRANCO,PREF MUN DE PRESIDENTE CASTELO BRANCO,4213906,82777244000140,149.39,Sim,"1942,07",0,"1942,07","16881,07",0,"16881,07","7768,28",0,"7768,28",2025-09-01
SC,PRESIDENTE GETúLIO,PREF MUN DE PRESIDENTE GETULIO,4214003,83102434000120,147.74,Sim,"7977,96",0,"7977,96","52890,92","4382,91","48508,01","20388,12",0,"20388,12",2025-09-01
SC,PRESIDENTE NEREU,PREF MUN DE PRESIDENTE NEREU,4214102,83102699000128,154.25,Sim,617,0,617,"15733,5",0,"15733,5","6478,5",0,"6478,5",2025-09-01
SC,PRINCESA,PREF MUN DE PRINCESA,4214151,01612836000100,151.21,Sim,"4385,09",0,"4385,09","29334,74",0,"29334,74","9072,6",0,"9072,6",2025-09-01
SC,QUILOMBO,PREF MUN DE QUILOMBO,4214201,83021865000161,154.25,Sim,"9409,25",0,"9409,25",46892,0,46892,"16504,75",0,"16504,75",2025-09-01
SC,RANCHO QUEIMADO,PREF MUN DE RANCHO QUEIMADO,4214300,82892357000196,153.24,Sim,"4290,72",0,"4290,72","31260,96","5189,5","26071,46","5976,36",0,"5976,36",2025-09-01
SC,RIO DAS ANTAS,PREF MUN DE RIO DAS ANTAS,4214409,83074294000123,154.25,Sim,6170,0,6170,53679,0,53679,16659,0,16659,2025-09-01
SC,RIO DO CAMPO,PREF MUN DE RIO DO CAMPO,4214508,83102707000136,154.25,Sim,8638,0,8638,"54604,5",0,"54604,5","17738,75",0,"17738,75",2025-09-01
SC,RIO DO OESTE,PREF MUN DE RIO DO OESTE,4214607,83102715000182,148.61,Sim,"9511,04",0,"9511,04","53350,99",0,"53350,99","17090,15",0,"17090,15",2025-09-01
SC,RIO DO SUL,PREF MUN DE RIO DO SUL,4214805,83102574000106,146.44,Sim,"1903,72",0,"1903,72","23283,96",0,"23283,96","8639,96",0,"8639,96",2025-09-01
SC,RIO DOS CEDROS,PREF MUN DE RIO DOS CEDROS,4214706,83102806000118,151.21,Sim,"10282,28",0,"10282,28","56098,91",0,"56098,91","22379,08",0,"22379,08",2025-09-01
SC,RIO FORTUNA,PREF MUN DE RIO FORTUNA,4214904,82926585000130,151.21,Sim,"7409,29",0,"7409,29","38860,97",0,"38860,97","10131,07",0,"10131,07",2025-09-01
SC,RIO NEGRINHO,PREF MUN DE RIO NEGRINHO,4215000,83102756000179,151.21,Sim,"11491,96",0,"11491,96","83619,13",0,"83619,13","19808,51",0,"19808,51",2025-09-01
SC,RIO RUFINO,PREF MUN DE RIO RUFINO,4215059,95991071000100,154.25,Sim,5553,0,5553,"30541,5",0,"30541,5",9255,0,9255,2025-09-01
SC,RIQUEZA,PREF MUN DE RIQUEZA,4215075,95988309000148,151.21,Sim,"4536,3",0,"4536,3","35987,98",0,"35987,98","11945,59",0,"11945,59",2025-09-01
SC,RODEIO,PREF MUN DE RODEIO,4215109,83102814000164,145.74,Sim,"437,22",0,"437,22","9910,32",0,"9910,32","4809,42",0,"4809,42",2025-09-01
SC,ROMELâNDIA,PREF MUN DE ROMELANDIA,4215208,82821182000126,154.25,Sim,"9717,75",0,"9717,75","40413,5",0,"40413,5","17430,25",0,"17430,25",2025-09-01
SC,SALETE,PREF MUN DE SALETE,4215307,83102723000129,152.42,Sim,"7925,84",0,"7925,84","39476,78",0,"39476,78","12498,44",0,"12498,44",2025-09-01
SC,SALTINHO,PREF MUN DE SALTINHO,4215356,01612844000156,154.25,Sim,"7558,25",0,"7558,25","35323,25",0,"35323,25","13265,5",0,"13265,5",2025-09-01
SC,SALTO VELOSO,PREF MUN DE SALTO VELOSO,4215406,82827353000124,149.39,Sim,"1195,12",0,"1195,12","13743,88",0,"13743,88","5079,26",0,"5079,26",2025-09-01
SC,SANGãO,PREF MUN DE SANGAO,4215455,95780458000117,146.35,Sim,"13903,25",0,"13903,25","54295,85",0,"54295,85","13317,85",0,"13317,85",2025-09-01
SC,SANTA CECíLIA,PREF MUN DE SANTA CECILIA,4215505,85997237000141,154.25,Sim,"2776,5",0,"2776,5","29770,25",0,"29770,25","13265,5",0,"13265,5",2025-09-01
SC,SANTA HELENA,PREF MUN DE SANTA HELENA,4215554,80912140000175,150.6,Sim,"3162,6",0,"3162,6","16716,6",0,"16716,6",5271,0,5271,2025-09-01
SC,SANTA ROSA DE LIMA,PREF MUN DE SANTA ROSA DE LIMA,4215604,82926593000186,152.42,Sim,"4115,34",0,"4115,34","22100,9",0,"22100,9","6401,64",0,"6401,64",2025-09-01
SC,SANTA ROSA DO SUL,PREF MUN DE SANTA ROSA DO SUL,4215653,80989965000198,151.21,Sim,"6350,82",0,"6350,82","63205,78",0,"63205,78","17389,15",0,"17389,15",2025-09-01
SC,SANTA TEREZINHA,PREF MUN DE SANTA TEREZINHA,4215679,95951323000177,154.25,Sim,20978,0,20978,"117384,25",0,"117384,25",41339,0,41339,2025-09-01
SC,SANTA TEREZINHA DO PROGRESSO,PREF MUN DE SANTA TEREZINHA DO PROGRESSO,4215687,01612847000190,152.09,Sim,"6691,96",0,"6691,96","33459,8",0,"33459,8","10950,48",0,"10950,48",2025-09-01
SC,SANTIAGO DO SUL,PREF MUN DE SANTIAGO DO SUL,4215695,01612781000138,151.72,Sim,"2579,24",0,"2579,24","10165,24",0,"10165,24","2579,24",0,"2579,24",2025-09-01
SC,SANTO AMARO DA IMPERATRIZ,PREF MUN DE SANTO AMARO DA IMPERATRIZ,4215703,82892324000146,148.61,Sim,"3120,81",0,"3120,81","27938,68",0,"27938,68","11294,36",0,"11294,36",2025-09-01
SC,SãO BENTO DO SUL,PREF MUN DE SAO BENTO DO SUL,4215802,86051398000100,148.86,Sim,"1786,32",0,"1786,32","23371,02",0,"23371,02","8931,6",0,"8931,6",2025-09-01
SC,SãO BERNARDINO,PREF MUN DE SAO BERNARDINO,4215752,01612812000150,154.25,Sim,"5090,25",0,"5090,25","26068,25","12844,21","13224,04",12340,0,12340,2025-09-01
SC,SãO BONIFáCIO,PREF MUN DE SAO BONIFACIO,4215901,82892340000139,154.25,Sim,"7558,25",0,"7558,25","31775,5",0,"31775,5",12340,0,12340,2025-09-01
SC,SãO CARLOS,PREF MUN DE SAO CARLOS,4216008,82945718000115,150.11,Sim,"5403,96",0,"5403,96","50737,18",0,"50737,18","14410,56",0,"14410,56",2025-09-01
SC,SãO CRISTOVãO DO SUL,PREF MUN DE SAO CRISTOVAO DO SUL,4216057,95991261000127,154.25,Sim,1851,0,1851,8638,0,8638,"2622,25",0,"2622,25",2025-09-01
SC,SãO DOMINGOS,PREF MUN DE SAO DOMINGOS,4216107,83009894000108,154.25,Sim,9872,0,9872,56147,"36544,75","19602,25","14036,75",0,"14036,75",2025-09-01
SC,SãO FRANCISCO DO SUL,PREF MUN DE SAO FRANCISCO DO SUL,4216206,83102269000106,146.15,Sim,"10668,95",0,"10668,95",58460,0,"19192,83","6430,6",0,"6430,6",2025-09-01
SC,SãO JOãO BATISTA,PREF MUN DE SAO JOAO BATISTA,4216305,82925652000100,147.67,Sim,"5020,78",0,"5020,78","40166,24",0,"40166,24","11075,25",0,"11075,25",2025-09-01
SC,SãO JOãO DO ITAPERIú,PREF MUN DE SAO JOAO DO ITAPERIU,4216354,95954442000183,148.18,Sim,"8446,26",0,"8446,26","47862,14",0,"47862,14","7705,36",0,"7705,36",2025-09-01
SC,SãO JOãO DO OESTE,PREF MUN DE SAO JOAO DO OESTE,4216255,80911936000103,151.82,Sim,"13663,8",0,"13663,8","47975,12",0,"47975,12","15789,28",0,"15789,28",2025-09-01
SC,SãO JOãO DO SUL,PREF MUN DE SAO JOAO DO SUL,4216404,82547274000160,151.21,Sim,"21471,82",0,"21471,82","103881,27",0,"103881,27","28881,11",0,"28881,11",2025-09-01
SC,SãO JOAQUIM,PREF MUN DE SAO JOAQUIM,4216503,82561093000198,154.25,Sim,"14499,5",0,"14499,5","116304,5",0,"116304,5","25605,5",0,"25605,5",2025-09-01
SC,SãO JOSé,PREF MUN DE SAO JOSE,4216602,82892274000105,146,Sim,0,0,0,3504,"1867,28","1636,72",2920,0,2920,2025-09-01
SC,SãO JOSé DO CEDRO,PREF MUN DE SAO JOSE DO CEDRO,4216701,83026781000110,151.72,Sim,"10316,96",0,"10316,96","72370,44",0,"72370,44","19116,72",0,"19116,72",2025-09-01
SC,SãO JOSé DO CERRITO,PREF MUN DE SAO JOSE DO CERRITO,4216800,82777327000139,154.25,Sim,"12802,75",0,"12802,75","105969,75",0,"105969,75","26993,75",0,"26993,75",2025-09-01
SC,SãO LOURENçO DO OESTE,PREF MUN DE SAO LOURENCO DO OESTE,4216909,83021873000108,151.94,Sim,"13218,78",0,"13218,78","61839,58","12537,23","49302,35","13066,84",0,"13066,84",2025-09-01
SC,SãO LUDGERO,PREF MUN DE SAO LUDGERO,4217006,82926536000105,147.67,Sim,"5906,8",0,"5906,8","35293,13",0,"35293,13","7826,51",0,"7826,51",2025-09-01
SC,SãO MARTINHO,PREF MUN DE SAO MARTINHO,4217105,82836818000103,151.64,Sim,"3184,44",0,"3184,44","32905,88",0,"32905,88","10918,08",0,"10918,08",2025-09-01
SC,SãO MIGUEL DA BOA VISTA,PREF MUN DE SAO MIGUEL DA BOA VISTA,4217154,80912124000182,151.21,Sim,"3629,04",0,"3629,04","19808,51",0,"19808,51","4687,51",0,"4687,51",2025-09-01
SC,SãO MIGUEL DO OESTE,PREF MUN DE SAO MIGUEL DO OESTE,4217204,82821174000180,150.84,Sim,"5430,24",0,"5430,24","53699,04",0,"53699,04","21720,96",0,"21720,96",2025-09-01
SC,SãO PEDRO DE ALCâNTARA,PREF MUN DE SAO PEDRO DE ALCANTARA,4217253,01613101000109,148.68,Sim,"2824,92",0,"2824,92","12637,8","1615,47","11022,33","4014,36",0,"4014,36",2025-09-01
SC,SAUDADES,PREF MUN DE SAUDADES,4217303,83021881000154,151.21,Sim,"10433,49",0,"10433,49","51108,98",0,"51108,98","17691,57",0,"17691,57",2025-09-01
SC,SCHROEDER,PREF MUN DE SCHROEDER,4217402,83102491000109,145.14,Sim,0,0,0,"5950,74",0,"5950,74","4499,34",0,"4499,34",2025-09-01
SC,SEARA,PREF MUN DE SEARA,4217501,83024505000113,149.7,Sim,"9730,5",0,"9730,5","51197,4",0,"51197,4","14221,5",0,"14221,5",2025-09-01
SC,SERRA ALTA,PREF MUN DE SERRA ALTA,4217550,80622319000198,150,Sim,2550,0,2550,18000,0,18000,5250,0,5250,2025-09-01
SC,SIDERóPOLIS,PREF MUN DE SIDEROPOLIS,4217600,82929407000162,146.88,Sim,"9547,2",0,"9547,2","55961,28",0,"55961,28","9987,84",0,"9987,84",2025-09-01
SC,SOMBRIO,PREF MUN DE SOMBRIO,4217709,82963216000117,148.68,Sim,"5947,2",0,"5947,2","56349,72","9052,59","47297,13","19031,04",0,"19031,04",2025-09-01
SC,SUL BRASIL,PREF MUN DE SUL BRASIL,4217758,95990107000130,151.21,Sim,"4838,72",0,"4838,72","29032,32",0,"29032,32","6048,4",0,"6048,4",2025-09-01
SC,TAIó,PREF MUN DE TAIO,4217808,82765488000102,154.25,Sim,"13111,25",0,"13111,25","98411,5",0,"98411,5","29307,5",0,"29307,5",2025-09-01
SC,TANGARá,PREF MUN DE TANGARA,4217907,82827999000101,151.21,Sim,"9828,65",0,"9828,65","49143,25",0,"49143,25","16935,52",0,"16935,52",2025-09-01
SC,TIGRINHOS,PREF MUN DE TIGRINHOS,4217956,01566620000155,151.21,Sim,"3931,46",0,"3931,46","21320,61",0,"21320,61","7409,29",0,"7409,29",2025-09-01
SC,TIJUCAS,PREF MUN DE TIJUCAS,4218004,82577636000165,148.18,Sim,"14669,82",0,"14669,82","81795,36",0,"81795,36","11706,22",0,"11706,22",2025-09-01
SC,TIMBé DO SUL,PREF MUN DE TIMBE DO SUL,4218103,82915232000134,152.54,Sim,"8694,78",0,"8694,78","57202,5",0,"57202,5","12355,74",0,"12355,74",2025-09-01
SC,TIMBó,PREF MUN DE TIMBO,4218202,83102764000115,146.65,Sim,"439,95",0,"439,95","12758,55",0,"12758,55","3959,55",0,"3959,55",2025-09-01
SC,TIMBó GRANDE,PREF MUN DE TIMBO GRANDE,4218251,78497492000160,154.25,Sim,"8483,75",0,"8483,75","53833,25",0,"53833,25","27302,25",0,"27302,25",2025-09-01
SC,TRêS BARRAS,PREF MUN DE TRES BARRAS,4218301,83102400000135,153.53,Sim,"3377,66",0,"3377,66","40992,51","787,06","40205,45","12742,99",0,"12742,99",2025-09-01
SC,TREVISO,PREF MUN DE TREVISO,4218350,01614019000190,148.18,Sim,"8742,62",0,"8742,62",29636,0,29636,"5334,48",0,"5334,48",2025-09-01
SC,TREZE DE MAIO,PREF MUN DE TREZE DE MAIO,4218400,82928672000126,148.18,Sim,"3111,78",0,"3111,78","61346,52",0,"61346,52","15855,26",0,"15855,26",2025-09-01
SC,TREZE TíLIAS,PREF MUN DE TREZE TILIAS,4218509,82777251000141,148.68,Sim,"7136,64",0,"7136,64","42373,8",0,"42373,8","5501,16",0,"5501,16",2025-09-01
SC,TROMBUDO CENTRAL,PREF MUN DE TROMBUDO CENTRAL,4218608,83102731000175,147.31,Sim,"5155,85",0,"5155,85","40068,32",0,"40068,32","12668,66",0,"12668,66",2025-09-01
SC,TUBARãO,PREF MUN DE TUBARAO,4218707,82928656000133,147.79,Não,"2955,8",0,"2955,8","24385,35",0,"24385,35",0,0,0,2025-09-01
SC,TUNáPOLIS,PREF MUN DE TUNAPOLIS,4218756,78486198000152,151.21,Sim,"11794,38",0,"11794,38","47479,94",0,"47479,94","9375,02",0,"9375,02",2025-09-01
SC,TURVO,PREF MUN DE TURVO,4218806,82548983000160,149.92,Sim,"4947,36",0,"4947,36","53521,44",0,"53521,44","19939,36",0,"19939,36",2025-09-01
SC,UNIãO DO OESTE,PREF MUN DE UNIAO DO OESTE,4218855,78505591000146,151.21,Sim,"4082,67",0,"4082,67","24949,65",0,"24949,65","4687,51",0,"4687,51",2025-09-01
SC,URUBICI,PREF MUN DE URUBICI,4218905,82843582000132,154.25,Sim,"10026,25",0,"10026,25",75274,0,75274,"16350,5",0,"16350,5",2025-09-01
SC,URUPEMA,PREF MUN DE URUPEMA,4218954,78492576000100,154.25,Sim,"3856,25",0,"3856,25","23754,5",0,"23754,5","7095,5",0,"7095,5",2025-09-01
SC,URUSSANGA,PREF MUN DE URUSSANGA,4219002,82930181000110,148.18,Sim,"14373,46",0,"14373,46","82980,8",0,"82980,8","26524,22",0,"26524,22",2025-09-01
SC,VARGEãO,PREF MUN DE VARGEAO,4219101,83009928000164,152.74,Sim,"6262,34",0,"6262,34","28867,86","389,26","28478,6","7178,78",0,"7178,78",2025-09-01
SC,VARGEM,PREF MUN DE VARGEM,4219150,95995130000118,154.25,Sim,"2622,25",0,"2622,25",30850,0,30850,"11877,25",0,"11877,25",2025-09-01
SC,VARGEM BONITA,PREF MUN DE VARGEM BONITA,4219176,95996187000131,154.25,Sim,"4010,5",0,"4010,5",31467,0,31467,"8329,5",0,"8329,5",2025-09-01
SC,VIDAL RAMOS,PREF MUN DE VIDAL RAMOS,4219200,83102376000134,154.25,Sim,"12648,5",0,"12648,5","70492,25",0,"70492,25","22366,25",0,"22366,25",2025-09-01
SC,VIDEIRA,PREF MUN DE VIDEIRA,4219309,83039842000184,149.53,Sim,"6130,73",0,"6130,73","61456,83",0,"61456,83","21083,73",0,"21083,73",2025-09-01
SC,VITOR MEIRELES,PREF MUN DE VITOR MEIRELES,4219358,79372520000185,154.25,Sim,"10180,5",0,"10180,5","69412,5",0,"69412,5","18047,25",0,"18047,25",2025-09-01
SC,WITMARSUM,PREF MUN DE WITMARSUM,4219408,83102442000176,152.23,Sim,"6545,89",0,"6545,89","44755,62",0,"44755,62","11873,94",0,"11873,94",2025-09-01
SC,XANXERê,PREF MUN DE XANXERE,4219507,83009860000113,150.07,Sim,"7953,71",0,"7953,71","64380,03",0,"64380,03","15607,28",0,"15607,28",2025-09-01
SC,XAVANTINA,PREF MUN DE XAVANTINA,4219606,83009878000115,151.21,Sim,"5292,35",0,"5292,35","37651,29",0,"37651,29","11189,54",0,"11189,54",2025-09-01
SC,XAXIM,PREF MUN DE XAXIM,4219705,82854670000130,149.04,Sim,"8495,28",0,"8495,28","67664,16",0,"67664,16","22952,16",0,"22952,16",2025-09-01
SC,ZORTéA,PREF MUN DE ZORTEA,4219853,01612387000108,151.02,Sim,"453,06",0,"453,06","16159,14",0,"16159,14","4077,54",0,"4077,54",2025-09-01
SE,AMPARO DE SãO FRANCISCO,PREF MUN DE AMPARO DE SAO FRANCISCO,2800100,13110564000129,152.65,Sim,"1984,45",0,"1984,45","12822,6",0,"12822,6","2442,4",0,"2442,4",2025-09-01
SE,AQUIDABã,PREF MUN DE AQUIDABA,2800209,13000609000102,162.78,Sim,"18882,48",0,"18882,48","243518,88",0,"243518,88",56973,0,56973,2025-09-01
SE,ARACAJU,PREF MUN DE ARACAJU,2800308,13128780000100,150.72,Sim,0,0,0,"46271,04",0,"46271,04","16579,2",0,"16579,2",2025-09-01
SE,ARAUá,PREF MUN DE ARAUA,2800407,13095260000130,157.61,Sim,"17337,1",0,"17337,1","120098,82",0,"120098,82","41609,04",0,"41609,04",2025-09-01
SE,AREIA BRANCA,PREF MUN DE AREIA BRANCA,2800506,13100995000104,152.45,Sim,"5030,85",0,"5030,85","89640,6","20629,18","69011,42","33691,45",0,"33691,45",2025-09-01
SE,BARRA DOS COQUEIROS,PREF MUN DE BARRA DOS COQUEIROS,2800605,13128863000190,151.15,Sim,"14510,4",0,"14510,4","45193,85",0,"45193,85","4383,35",0,"4383,35",2025-09-01
SE,BOQUIM,PREF MUN DE BOQUIM,2800670,13097068000182,158.35,Sim,"20268,8",0,"20268,8",183686,0,183686,"46238,2",0,"46238,2",2025-09-01
SE,BREJO GRANDE,PREF MUN DE BREJO GRANDE,2800704,13110903000177,157.61,Sim,0,0,0,"23483,89","14557,32","8926,57","11032,7",0,"11032,7",2025-09-01
SE,CAMPO DO BRITO,PREF MUN DE CAMPO DO BRITO,2801009,13134614000108,157.61,Sim,"4728,3",0,"4728,3","114582,47",0,"114582,47","41766,65",0,"41766,65",2025-09-01
SE,CANHOBA,PREF MUN DE CANHOBA,2801108,13115381000104,157.61,Sim,"2364,15",0,"2364,15","29315,46","1830,09","27485,37","9614,21",0,"9614,21",2025-09-01
SE,CANINDé DE SãO FRANCISCO,PREF MUN DE CANINDE DE SAO FRANCISCO,2801207,13120225000123,164.28,Sim,"44848,44",0,"44848,44",291597,0,291597,"97089,48",0,"97089,48",2025-09-01
SE,CAPELA,PREF MUN DE CAPELA,2801306,13119961000161,157.61,Sim,"37826,4",0,"37826,4","241458,52",0,"241458,52","57370,04",0,"57370,04",2025-09-01
SE,CARIRA,PREF MUN DE CARIRA,2801405,13099882000136,163.58,Sim,"17339,48",0,"17339,48","139533,74",0,"139533,74","43675,86",0,"43675,86",2025-09-01
SE,CARMóPOLIS,PREF MUN DE CARMOPOLIS,2801504,13108535000122,151.58,Sim,"5760,04",0,"5760,04","52901,42",0,"52901,42","9549,54",0,"9549,54",2025-09-01
SE,CEDRO DE SãO JOãO,PREF MUN DE CEDRO DE SAO JOAO,2801603,13117601000120,150.72,Sim,"1205,76",0,"1205,76","16428,48",0,"16428,48","301,44",0,"301,44",2025-09-01
SE,CRISTINáPOLIS,PREF MUN DE CRISTINAPOLIS,2801702,13096029000160,159.76,Sim,"28277,52",0,"28277,52","147138,96",0,"147138,96","34667,92",0,"34667,92",2025-09-01
SE,CUMBE,PREF MUN DE CUMBE,2801900,13112289000182,156.76,Sim,"1567,6",0,"1567,6","28530,32","14037,62","14492,7","7367,72",0,"7367,72",2025-09-01
SE,DIVINA PASTORA,PREF MUN DE DIVINA PASTORA,2802007,13108733000196,152.45,Sim,"304,9",0,"304,9","10976,4","5514,2","5462,2","9604,35",0,"9604,35",2025-09-01
SE,ESTâNCIA,PREF MUN DE ESTANCIA,2802106,13097050000180,160.16,Sim,"40840,8",0,"40840,8","367407,04",0,"367407,04","92732,64",0,"92732,64",2025-09-01
SE,FEIRA NOVA,PREF MUN DE FEIRA NOVA,2802205,13112511000147,157.61,Sim,"2364,15",0,"2364,15","29473,07",0,"29473,07","7250,06",0,"7250,06",2025-09-01
SE,FREI PAULO,PREF MUN DE FREI PAULO,2802304,13100102000120,157.61,Sim,"2836,98",0,"2836,98","71554,94",0,"71554,94","19386,03",0,"19386,03",2025-09-01
SE,GARARU,PREF MUN DE GARARU,2802403,13112669000117,162.78,Sim,"17580,24",0,"17580,24","177592,98",0,"177592,98","50461,8",0,"50461,8",2025-09-01
SE,GENERAL MAYNARD,PREF MUN DE GENERAL MAYNARD,2802502,13108899000102,148.56,Sim,"891,36",0,"891,36","13370,4",0,"13370,4","16193,04",0,"16193,04",2025-09-01
SE,GRACHO CARDOSO,PREF MUN DE GRACHO CARDOSO,2802601,13112875000127,159.08,Sim,"4454,24",0,"4454,24","51382,84",0,"51382,84",11931,0,11931,2025-09-01
SE,ILHA DAS FLORES,PREF MUN DE ILHA DAS FLORES,2802700,13111224000112,157.86,Sim,0,0,0,"20048,22",0,"20048,22","5998,68",0,"5998,68",2025-09-01
SE,INDIAROBA,PREF MUN DE INDIAROBA,2802809,13097894000121,162.78,Sim,"24091,44",0,"24091,44","208195,62",0,"208195,62","61856,4",0,"61856,4",2025-09-01
SE,ITABAIANA,PREF MUN DE ITABAIANA,2802908,13104740000110,155.03,Sim,"12402,4",0,"12402,4","202934,27",0,"202934,27","102939,92",0,"102939,92",2025-09-01
SE,ITABAIANINHA,PREF MUN DE ITABAIANINHA,2803005,13098181000182,162.78,Sim,"62995,86",0,"62995,86","440157,12",0,"440157,12","131200,68",0,"131200,68",2025-09-01
SE,ITABI,PREF MUN DE ITABI,2803104,13113063000104,158.47,Sim,"2535,52",0,"2535,52","32327,88",0,"32327,88","15688,53",0,"15688,53",2025-09-01
SE,ITAPORANGA D'AJUDA,PREF MUN DE ITAPORANGA DAJUDA,2803203,13128889000139,162.78,Sim,"90342,9",0,"90342,9","505269,12",0,"505269,12","128270,64",0,"128270,64",2025-09-01
SE,JAPARATUBA,PREF MUN DE JAPARATUBA,2803302,13093786000180,157.61,Sim,"11347,92",0,"11347,92","119310,77",0,"118294,83","58473,31",0,"58473,31",2025-09-01
SE,JAPOATã,PREF MUN DE JAPOATA,2803401,13115910000161,162.78,Sim,"4069,5",0,"4069,5","78134,4","2810,16","75324,24",40695,0,40695,2025-09-01
SE,LAGARTO,PREF MUN DE LAGARTO,2803500,13124052000111,162.78,Sim,"69181,5",0,"69181,5","618726,78",0,"618726,78","230984,82",0,"230984,82",2025-09-01
SE,LARANJEIRAS,PREF MUN DE LARANJEIRAS,2803609,13120613000104,148.75,Sim,"11602,5",0,"11602,5","98472,5","1605,18","96867,32","26923,75",0,"26923,75",2025-09-01
SE,MACAMBIRA,PREF MUN DE MACAMBIRA,2803708,13103684000107,157.61,Sim,"3467,42",0,"3467,42","77228,9",0,"77228,9","20646,91",0,"20646,91",2025-09-01
SE,MALHADA DOS BOIS,PREF MUN DE MALHADA DOS BOIS,2803807,13115993000199,152.45,Sim,"3963,7",0,"3963,7","7317,6",0,6904,"12653,35",0,"12653,35",2025-09-01
SE,MALHADOR,PREF MUN DE MALHADOR,2803906,13104757000177,152.45,Sim,"11891,1",0,"11891,1","69669,65",0,"69669,65","21952,8",0,"21952,8",2025-09-01
SE,MARUIM,PREF MUN DE MARUIM,2804003,13109350000132,149.34,Sim,"5525,58",0,"5525,58","48386,16",0,"48028,9","17174,1",0,"17174,1",2025-09-01
SE,MOITA BONITA,PREF MUN DE MOITA BONITA,2804102,13104112000134,154.16,Sim,"5395,6",0,"5395,6","90337,76",0,"90337,76","24819,76",0,"24819,76",2025-09-01
SE,MONTE ALEGRE DE SERGIPE,PREF MUN DE MONTE ALEGRE DE SERGIPE,2804201,13113287000108,164.75,Sim,"14662,75",0,"14662,75","140861,25",0,"140861,25","26195,25",0,"26195,25",2025-09-01
SE,MURIBECA,PREF MUN DE MURIBECA,2804300,13094222000162,154.16,Sim,"3083,2",0,"3083,2","40081,6","2155,63","37925,97","28365,44",0,"28365,44",2025-09-01
SE,NEóPOLIS,PREF MUN DE NEOPOLIS,2804409,13111679000138,157.61,Sim,"2364,15",0,"2364,15","79435,44","6870,13","72565,31","28212,19",0,"28212,19",2025-09-01
SE,NOSSA SENHORA APARECIDA,PREF MUN DE NOSSA SENHORA APARECIDA,2804458,13101308000175,162.78,Sim,"2116,14",0,"2116,14","70809,3",0,"70809,3","21324,18",0,"21324,18",2025-09-01
SE,NOSSA SENHORA DA GLóRIA,PREF MUN DE NOSSA SENHORA DA GLORIA,2804508,13113626000156,162.78,Sim,"44438,94",0,"44438,94","301631,34",0,"301631,34","87901,2",0,"87901,2",2025-09-01
SE,NOSSA SENHORA DAS DORES,PREF MUN DE NOSSA SENHORA DAS DORES,2804607,13094446000174,157.61,Sim,"5201,13",0,"5201,13","127664,1","84969,13","42694,97","32310,05",0,"32310,05",2025-09-01
SE,NOSSA SENHORA DE LOURDES,PREF MUN DE NOSSA SENHORA DE LOURDES,2804706,13113766000124,158.98,Sim,"6041,24",0,"6041,24",39745,0,39745,"10651,66",0,"10651,66",2025-09-01
SE,NOSSA SENHORA DO SOCORRO,PREF MUN DE NOSSA SENHORA DO SOCORRO,2804805,13128814000158,148.31,Sim,"741,55",0,"741,55","24916,08",0,"24907,15","7267,19",0,"7267,19",2025-09-01
SE,PACATUBA,PREF MUN DE PACATUBA,2804904,13112222000148,162.78,Sim,"34509,36",0,"34509,36","199731,06",0,"199682,33","65600,34",0,"65600,34",2025-09-01
SE,PEDRA MOLE,PREF MUN DE PEDRA MOLE,2805000,13100482000101,157.61,Sim,"630,44",0,"630,44","25690,43","114,62","25575,81","7565,28",0,"7565,28",2025-09-01
SE,PEDRINHAS,PREF MUN DE PEDRINHAS,2805109,13098736000196,156.32,Sim,"8128,64",0,"8128,64","59245,28",0,"59245,28","20790,56",0,"20790,56",2025-09-01
SE,PINHãO,PREF MUN DE PINHAO,2805208,13100680000167,159.55,Sim,"2712,35",0,"2712,35","29835,85",0,"29656,17","12444,9",0,"12444,9",2025-09-01
SE,PIRAMBU,PREF MUN DE PIRAMBU,2805307,13095039000181,157.61,Sim,"8983,77",0,"8983,77","74549,53",0,"74549,53","23956,72",0,"23956,72",2025-09-01
SE,POçO REDONDO,PREF MUN DE POCO REDONDO,2805406,13114004000142,164.65,Sim,55981,0,55981,"379024,3",0,"379024,3","65530,7",0,"65530,7",2025-09-01
SE,POçO VERDE,PREF MUN DE POCO VERDE,2805505,13106935000107,164.86,Sim,"20937,22",0,"20937,22","159089,9",0,"159089,9","63141,38",0,"63141,38",2025-09-01
SE,PORTO DA FOLHA,PREF MUN DE PORTO DA FOLHA,2805604,13131982000100,162.78,Sim,"30765,42",0,"30765,42","242379,42",0,"242379,42","43462,26",0,"43462,26",2025-09-01
SE,PROPRIá,PREF MUN DE PROPRIA,2805703,13117320000178,154.74,Sim,"2940,06",0,"2940,06","37911,3","7348,13","30563,17","20735,16",0,"20735,16",2025-09-01
SE,RIACHãO DO DANTAS,PREF MUN DE RIACHAO DO DANTAS,2805802,13107180000157,162.78,Sim,"10255,14",0,"10255,14","167663,4",0,"167663,4","79924,98",0,"79924,98",2025-09-01
